Gene	go_all
Mle_013644	GO:0045177;GO:0016323;GO:0009986;GO:0005905;GO:0005769;GO:0005768;GO:0009897;GO:0005794;GO:0016021;GO:0005770;GO:0034362;GO:0005764;GO:0016020;GO:1990666;GO:0005886;GO:0043235;GO:0005509;GO:0001948;GO:0042802;GO:0030169;GO:0005041;GO:0002020;GO:0030229;GO:0071398;GO:0042632;GO:0070508;GO:0008203;GO:0030301;GO:0030299;GO:0006629;GO:0042159;GO:0042157;GO:0034383;GO:0010629;GO:0015914;GO:0010628;GO:0050729;GO:0010867;GO:2000188;GO:0010899;GO:0001523;GO:0005515
Mle_013645	GO:0016235;GO:0044753;GO:0044754;GO:0005776;GO:0000932;GO:0031410;GO:0005783;GO:0070062;GO:0005770;GO:0016605;GO:0000407;GO:0097225;GO:0042803;GO:0005080;GO:0042169;GO:0043130;GO:0008270;GO:0006915;GO:0006914;GO:0030154;GO:0002376;GO:0016236;GO:0098779;GO:0044130;GO:0016239;GO:0001934;GO:0051291;GO:0043122;GO:0061635;GO:0006511;GO:0005515;GO:0008270
Mle_013647	GO:0005634;GO:0003677;GO:0046872;GO:0030282;GO:0006974;GO:0006355;GO:0006351;GO:0046872
Mle_013648	GO:0005737;GO:0005739;GO:0005654;GO:0005634;GO:0051747;GO:0043734;GO:0008198;GO:0031418;GO:1990930;GO:0008283;GO:0006307;GO:0006281;GO:0035552;GO:0035553
Mle_013649	GO:0005730;GO:0003723;GO:0042255
Mle_013650	GO:0045177;GO:0016324;GO:0005903;GO:0031526;GO:0005905;GO:0030139;GO:0005783;GO:0005768;GO:0070062;GO:0005794;GO:0016021;GO:0005765;GO:0016020;GO:0043235;GO:0005509;GO:0004872;GO:0035904;GO:0008283;GO:0060976;GO:0030900;GO:0007507;GO:0006898;GO:0003281;GO:0006766
Mle_013651	GO:0003964
Mle_013653	GO:0005759;GO:0043754;GO:0006633;GO:0016746;GO:0008152;GO:0016746;GO:0008152
Mle_013654	GO:0005634;GO:0005700;GO:0043565;GO:0003700;GO:0008270;GO:0009792;GO:0045893;GO:0050776;GO:2000026;GO:0006357;GO:0006351;GO:0003677
Mle_013660	GO:0005737;GO:0004145;GO:0009447;GO:0008080;GO:0016747;GO:0008080;GO:0008080;GO:0008080
Mle_013662	GO:0016021;GO:0005886;GO:0016500;GO:0004930;GO:0007186;GO:0016021;GO:0005515
Mle_013664	GO:0005737;GO:0005829;GO:0045121;GO:0005739;GO:0005634;GO:0005886;GO:0019172;GO:0003729;GO:0008233;GO:0042803;GO:0003713;GO:0006914;GO:0070301;GO:0034599;GO:0006954;GO:0019243;GO:0060548;GO:2000277;GO:0006517;GO:0050821;GO:0043523;GO:0006357;GO:0006979;GO:0007338;GO:0003723;GO:0003723;GO:0003723
Mle_013666	GO:0005615;GO:0005125;GO:0005160;GO:0030509;GO:0040007;GO:0001947;GO:0048666;GO:0051781;GO:0010862;GO:0042981;GO:1904086;GO:0043408;GO:1900145;GO:0060395;GO:0008083
Mle_013672	GO:0005737;GO:0005856;GO:0005634;GO:0006338;GO:0000902
Mle_013673	GO:0005654;GO:0003682;GO:0007049;GO:0006270;GO:0006270
Mle_013677	GO:0016607;GO:0005654;GO:0005634;GO:0005685;GO:0071004;GO:0003677;GO:0003729;GO:0044822;GO:0006376;GO:0008380;GO:0003729;GO:0006376;GO:0005685;GO:0006810;GO:0005794
Mle_013679	GO:0016021;GO:0005634;GO:0005509;GO:0030509;GO:0071907;GO:0061371;GO:0060971;GO:0003143;GO:0030326;GO:0048704;GO:0097155;GO:0060972;GO:0048842;GO:0010468;GO:0005515;GO:0005515;GO:0016020;GO:0005509;GO:0005515
Mle_013680	GO:0005887;GO:0005261;GO:0005272;GO:0005272;GO:0006814;GO:0016020
Mle_013681	GO:0005737;GO:0070062;GO:0043234;GO:0032587;GO:0003779;GO:0042608;GO:0043547;GO:1900029;GO:0035023;GO:0007266;GO:0005515;GO:0005515
Mle_013682	GO:0005887;GO:0005886;GO:0004930;GO:0030183;GO:0007166;GO:0007186;GO:0032792;GO:1901223;GO:0030334;GO:0004930;GO:0007186;GO:0016021;GO:0016020
Mle_013687	GO:0005829;GO:0016021;GO:0031306;GO:0015630;GO:0005741;GO:0005739;GO:0005525;GO:0003924;GO:0031625;GO:0006915;GO:0001825;GO:0007596;GO:0048593;GO:0016236;GO:0008053;GO:0007006;GO:0051646;GO:0046580;GO:0048662;GO:0034497;GO:0006626;GO:0006986;GO:0005525;GO:0003924;GO:0008053;GO:0005741;GO:0016021;GO:0005525;GO:0016020
Mle_013689	GO:0005737;GO:0005759;GO:0005739;GO:0005654;GO:0005506;GO:0050313;GO:0006749;GO:0070813;GO:0070221
Mle_013690	GO:0005737;GO:0005739;GO:0005654;GO:0005634;GO:0051747;GO:0043734;GO:0008198;GO:0031418;GO:1990930;GO:0008283;GO:0006307;GO:0006281;GO:0035552;GO:0035553;GO:0016491;GO:0055114
Mle_013696	GO:0009897;GO:0016021;GO:0045121;GO:0005262;GO:0005216;GO:0006874;GO:0016048;GO:0051289;GO:0070207;GO:0009409;GO:0050955;GO:0005216;GO:0006811;GO:0055085;GO:0016020
Mle_013697	NA
Mle_013700	GO:0005840;GO:0000166;GO:0003735;GO:0006412;GO:0003735;GO:0006412;GO:0005622;GO:0005840
Mle_013702	GO:0005634;GO:0051747;GO:0043734;GO:0008198;GO:0006307;GO:0035511;GO:0035556;GO:0005515;GO:0009405;GO:0016020
Mle_013706	GO:0008234;GO:0008234;GO:0006508;GO:0004197;GO:0006508
Mle_013708	GO:0005634;GO:0046872
Mle_013709	GO:0005829;GO:0043025;GO:0005886;GO:0014069;GO:0003677;GO:0005096;GO:0005085;GO:0005088;GO:0005089;GO:0007411;GO:0001782;GO:0048514;GO:0003209;GO:0007173;GO:0038128;GO:0061029;GO:0038095;GO:0001942;GO:0061384;GO:0008286;GO:0050900;GO:0000165;GO:1904693;GO:0035264;GO:0048011;GO:0060021;GO:0003344;GO:0043065;GO:0045742;GO:0051057;GO:0007265;GO:2000973;GO:0035023;GO:0051056;GO:0033081;GO:0042129;GO:0007165;GO:0007296;GO:0005085;GO:0007264;GO:0005089;GO:0035023;GO:0005524;GO:0042626;GO:0006810;GO:0055085;GO:0016021
Mle_013711	GO:0005840;GO:0003677
Mle_013716	GO:0005789;GO:0016021;GO:0005739;GO:0005635;GO:0003841;GO:0006639;GO:0016024;GO:0002244
Mle_013719	GO:0016021;GO:0016020;GO:0043235;GO:0005509;GO:0050750;GO:0005041;GO:0001701
Mle_013720	GO:0005654;GO:0004879;GO:0043565;GO:0003707;GO:0003700;GO:0008270;GO:0006357;GO:0006367;GO:0006355;GO:0043401
Mle_013722	GO:0005737;GO:0005654;GO:0005634;GO:0005667;GO:0003682;GO:0003677;GO:0001102;GO:0000978;GO:0001105;GO:0000981;GO:0001085;GO:0043565;GO:0003714;GO:0003700;GO:0008134;GO:0001077;GO:0030183;GO:0001708;GO:0008340;GO:0000122;GO:0051169;GO:0021983;GO:0008284;GO:0032962;GO:0040018;GO:0045944;GO:0045893;GO:0043567;GO:0006355;GO:0060133;GO:0060126;GO:0003677;GO:0003700;GO:0006355
Mle_013726	GO:0005887;GO:0016020;GO:0005886;GO:0015171;GO:0015297;GO:0015181;GO:0015189;GO:0000064;GO:0006865;GO:1903352;GO:0006810;GO:0006810;GO:0055085;GO:0016020;GO:0015171;GO:0003333;GO:0016020
Mle_013733	GO:0005737;GO:0005856;GO:0005524
Mle_013735	GO:0005737;GO:0005844;GO:0000166;GO:0044822;GO:0008266;GO:0048864;GO:0003676
Mle_013737	GO:0004190;GO:0004519;GO:0046872;GO:0003964
Mle_013740	GO:0005739;GO:0008670;GO:0006635
Mle_013742	GO:0005884;GO:0005923;GO:0005903;GO:0031252;GO:0097433;GO:0070062;GO:0005615;GO:0005916;GO:0005925;GO:0090637;GO:0030027;GO:0016328;GO:0090636;GO:0001726;GO:0042383;GO:0030486;GO:0001725;GO:1990357;GO:0012506;GO:0030018;GO:0005915;GO:0051015;GO:0051393;GO:0005509;GO:0003725;GO:0030374;GO:0043495;GO:0042803;GO:0005523;GO:0017166;GO:0051764;GO:0051017;GO:0051639;GO:0051234;GO:0048041;GO:0051271;GO:0030220;GO:0043462;GO:0046928;GO:0045214;GO:0048741;GO:0005509;GO:0005515;GO:0005515;GO:0005509;GO:0005509;GO:0005509;GO:0005509
Mle_013743	GO:0005930;GO:0097546;GO:0005737;GO:0005856;GO:0005654;GO:0005634;GO:0003341;GO:0007368;GO:0007507;GO:0036158;GO:0003356;GO:0021591;GO:0004930;GO:0007186;GO:0016021;GO:0005515;GO:0006886;GO:0016192;GO:0030117;GO:0005515;GO:0008528
Mle_013749	GO:0005887;GO:0005886;GO:0004930;GO:0008142;GO:0002250;GO:0002312;GO:0007186;GO:0006959;GO:0006955;GO:0002313;GO:0030890;GO:0070374;GO:0004930;GO:0007186;GO:0016021
Mle_013750	GO:0016324;GO:0070062;GO:0005887;GO:0090416;GO:0022891;GO:2001142;GO:0015747;GO:0022857;GO:0055085;GO:0016021;GO:0055085;GO:0016021
Mle_013753	GO:0016021;GO:0005886;GO:0016021
Mle_013756	GO:0005929;GO:0005737;GO:0005874;GO:0005634;GO:0005198;GO:0019028;GO:0019031
Mle_013757	GO:0016021;GO:0005886;GO:0004930;GO:0004930;GO:0007186;GO:0016021;GO:0004930;GO:0007186
Mle_013760	GO:0005737;GO:0005654;GO:0005634;GO:0016874;GO:0004842;GO:0006974;GO:0006281;GO:0009790;GO:2000780;GO:1901315;GO:0042787;GO:0004842
Mle_013763	GO:0016323;GO:0005923;GO:0005911;GO:0005737;GO:0070062;GO:0097025;GO:0043005;GO:0014069;GO:0045211;GO:0098793;GO:0045202;GO:0030165;GO:0006887;GO:0045199;GO:0002011;GO:0007269;GO:1903361;GO:0015031;GO:0005515;GO:0005515
Mle_013767	GO:0005829;GO:0070062;GO:0016783;GO:0032447;GO:0034227;GO:0002098;GO:0016742;GO:0009058;GO:0016742;GO:0009058;GO:0034227;GO:0005737
Mle_013769	NA
Mle_013770	GO:1904115;GO:0031083;GO:0030054;GO:0000139;GO:0005730;GO:0048471;GO:0030141;GO:0030672;GO:0008089;GO:0048490;GO:0097352;GO:0008333;GO:0006886;GO:0010977;GO:0031175;GO:0043393;GO:0031629;GO:0016188;GO:0048489;GO:0072553;GO:0005198;GO:0019028;GO:0019031;GO:0003924;GO:0008053;GO:0005741;GO:0016021;GO:0019028;GO:0003714;GO:0048870;GO:0031514
Mle_013775	GO:0000139;GO:0005887;GO:0016020;GO:0001733;GO:0008146;GO:0006682;GO:0042552;GO:0006487;GO:0007283;GO:0001733;GO:0009247;GO:0005794;GO:0016021
Mle_013776	GO:0031672;GO:0016324;GO:0043034;GO:0005737;GO:0005856;GO:0005887;GO:0014704;GO:0005622;GO:0031430;GO:0097481;GO:0048471;GO:0005886;GO:0045211;GO:0042383;GO:0030315;GO:0030018;GO:0051117;GO:0008093;GO:0044325;GO:0015459;GO:0030674;GO:0030507;GO:0086014;GO:0086066;GO:0060048;GO:0006874;GO:0034613;GO:1901021;GO:0051928;GO:2001259;GO:0010628;GO:1901018;GO:0043268;GO:0008104;GO:0034394;GO:0070972;GO:0036309;GO:0072659;GO:0036371;GO:0050821;GO:0072661;GO:0098910;GO:0098904;GO:1901019;GO:0051924;GO:0086004;GO:0086036;GO:0055117;GO:0010882;GO:0010881;GO:2001257;GO:0002027;GO:0086091;GO:0031647;GO:0098907;GO:0086015;GO:0086070;GO:0033292;GO:0005515;GO:0005515
Mle_013778	GO:0030123;GO:1904115;GO:0030131;GO:0030665;GO:0005765;GO:0016020;GO:0005802;GO:0030742;GO:0019903;GO:0008089;GO:0048490;GO:0019882;GO:0048007;GO:0007596;GO:0006886;GO:0032438;GO:0051138;GO:0006622;GO:0016192;GO:0006829;GO:0006886;GO:0016192;GO:0030117;GO:0005515
Mle_013780	GO:0005730;GO:0005634;GO:0000166;GO:0003723;GO:0000480;GO:0000447;GO:0000472;GO:0006364;GO:0034462;GO:0003676
Mle_013783	GO:0005634;GO:0003677;GO:0017112;GO:0006355;GO:0006351
Mle_013784	GO:0005737;GO:0030165;GO:0043621;GO:0031648;GO:0051260;GO:0001932;GO:0031098;GO:0016055;GO:0005509;GO:0005198;GO:0005882;GO:0005515;GO:0003700;GO:0043565;GO:0006355;GO:0008092;GO:0005737;GO:0019898;GO:0015078;GO:0015991;GO:0033179;GO:0003774;GO:0016459;GO:0003700;GO:0043565;GO:0006355;GO:0006914;GO:0007049;GO:0019028;GO:0000917;GO:0043093;GO:0005737;GO:0006260;GO:0006914;GO:0019905;GO:0048786;GO:0008134;GO:0042803;GO:0045502;GO:0005509;GO:0048870;GO:0031514
Mle_013786	GO:0005737;GO:0005739;GO:0005654;GO:0005634;GO:0051747;GO:0043734;GO:0008198;GO:0031418;GO:1990930;GO:0008283;GO:0006307;GO:0006281;GO:0035552;GO:0035553;GO:0035556;GO:0005515
Mle_013790	GO:0004067;GO:0006528;GO:0005515;GO:0005515
Mle_013794	NA;GO:0005515;GO:0005515
Mle_013796	GO:0000943;GO:0003887;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0032197
Mle_013797	GO:0005789;GO:0033116;GO:0016021;GO:0006915;GO:0006886;GO:0016192;GO:0003700;GO:0043565;GO:0006355;GO:0006886;GO:0005783;GO:0016021
Mle_013798	GO:0005783;GO:0005789;GO:0016021;GO:0033781;GO:0020037;GO:0005506;GO:0008395;GO:0006699;GO:0006707;GO:0007399;GO:0016125;GO:0006805;GO:0005506;GO:0016705;GO:0020037;GO:0055114
Mle_013799	GO:0004054;GO:0005524;GO:0016301;GO:0016772;GO:0016301;GO:0016772
Mle_013800	GO:0005739;GO:0008289;GO:1903955;GO:0008289
Mle_013801	GO:0016021;GO:0016020;GO:0005739;GO:0008808;GO:0004519;GO:0046872;GO:0032049;GO:0016042;GO:0051321;GO:0034587;GO:0003824
Mle_013802	GO:0003964;GO:0006313;GO:0016758;GO:0008152
Mle_013803	GO:0031305;GO:0051539;GO:0009055;GO:0004174;GO:0046872;GO:0048039;GO:0022900;GO:0033539;GO:0006979;GO:0016491;GO:0055114;GO:0016491;GO:0055114;GO:0071949;GO:0051536;GO:0055114;GO:0016491;GO:0055114;GO:0016491;GO:0055114
Mle_013806	GO:0005634;GO:0003677;GO:0046872;GO:0006355;GO:0006351;GO:0006351;GO:0006355
Mle_013807	GO:0005737;GO:0005634;GO:0003725;GO:0008270
Mle_013809	GO:0003676;GO:0008270;GO:0015074;GO:0015074
Mle_013810	GO:0005634;GO:0044822;GO:0003700;GO:0008270;GO:0003950
Mle_013811	GO:0070531;GO:0031436;GO:0005813;GO:0005694;GO:0000793;GO:0000794;GO:0005737;GO:0030529;GO:0005759;GO:0005654;GO:0005634;GO:0005886;GO:0043234;GO:0003682;GO:0003684;GO:0019899;GO:0016874;GO:0003723;GO:0044212;GO:0031625;GO:0004842;GO:0008270;GO:0007420;GO:0006974;GO:0071681;GO:0071356;GO:0007098;GO:0051298;GO:0043009;GO:0031052;GO:0007059;GO:0006260;GO:0009048;GO:0006302;GO:0000724;GO:0006633;GO:0031572;GO:0008630;GO:1902042;GO:0045717;GO:0035067;GO:0051572;GO:0051573;GO:0033147;GO:2000378;GO:0045892;GO:0045766;GO:0071158;GO:0045739;GO:0010628;GO:0035066;GO:0051571;GO:2000617;GO:0051574;GO:2000620;GO:0070512;GO:0033160;GO:0031398;GO:0045944;GO:0045893;GO:0010575;GO:0006301;GO:0051865;GO:0085020;GO:0016567;GO:0042127;GO:0044030;GO:0006349;GO:0032355;GO:0043627;GO:0010212;GO:0007584;GO:0006351
Mle_013812	GO:0016020;GO:0016363;GO:0016607;GO:0005730;GO:0005654;GO:0005634;GO:0042382;GO:0090575;GO:0003682;GO:0001047;GO:0042802;GO:0000166;GO:0044822;GO:0000980;GO:0007623;GO:0006310;GO:0006281;GO:0000398;GO:1903377;GO:0045892;GO:0042752;GO:0006351;GO:0003676
Mle_013816	GO:0005887;GO:0004963;GO:0008528;GO:0007190;GO:0007189;GO:0042699;GO:0009755;GO:0070374;GO:0033686;GO:0014068;GO:0001545;GO:0045670;GO:0010738;GO:0005515
Mle_013818	GO:0005634;GO:0005524;GO:0004693;GO:0008353;GO:0006355;GO:0006351;GO:0004672;GO:0005524;GO:0006468;GO:0008124;GO:0006729;GO:0005524;GO:0016773;GO:0016020;GO:0004672;GO:0006468
Mle_013819	GO:0005737;GO:0022627;GO:0005634;GO:0003743;GO:0001731;GO:0002192;GO:0032790;GO:0003743;GO:0006413;GO:0003723;GO:0005515
Mle_013821	GO:0005634;GO:0003677;GO:0003700;GO:0030154;GO:0008283;GO:0045892;GO:0006351
Mle_013826	GO:0005737;GO:0005634;GO:0005524;GO:0004691;GO:0001525;GO:0007155;GO:0031589;GO:0043542;GO:0001935;GO:0060562;GO:0060993;GO:0030099;GO:0018105;GO:0046777;GO:0030155;GO:0030334;GO:2000696
Mle_013829	GO:0008168;GO:0003676;GO:0046872;GO:0008168;GO:0008270;GO:0004842;GO:0005680;GO:0005515;GO:0008270;GO:0005515;GO:0008270
Mle_013832	GO:0005739;GO:0005634;GO:0043565;GO:0008134;GO:0045944;GO:1900037;GO:0006351
Mle_013845	GO:0005737;GO:0046872;GO:0008237
Mle_013846	GO:0003964
Mle_013847	GO:0070938;GO:0005737;GO:0030496;GO:0005634;GO:0003779;GO:0051213;GO:0046872;GO:0031032;GO:0036090;GO:0006482;GO:0006355;GO:0006351;GO:0016491;GO:0055114
Mle_013856	NA;GO:0005515;GO:0005515;GO:0005213;GO:0007275;GO:0007304;GO:0042600;GO:0005515;GO:0005515
Mle_013861	GO:0030173;GO:0016020;GO:0005886;GO:0003947;GO:0005975;GO:0001574;GO:0006687;GO:0030259;GO:0019915;GO:0006486;GO:0007283;GO:0016757;GO:0006486
Mle_013865	GO:0005829;GO:0005783;GO:0005768;GO:0016021;GO:0005764;GO:0005886;GO:0043195;GO:0004951;GO:0031532;GO:0007409;GO:0032870;GO:0038188;GO:0007586;GO:0007631;GO:0030900;GO:0001696;GO:0030073;GO:0001764;GO:0031100;GO:0031016;GO:0030157;GO:0007204;GO:0090274;GO:0002023;GO:0051924;GO:0046883;GO:0043266;GO:0051384;GO:0009408;GO:0032496;GO:0007584;GO:0009314;GO:0042594;GO:0001659;GO:0004930;GO:0007186;GO:0016021
Mle_013869	GO:0005634;GO:0003677;GO:0046872;GO:0006355;GO:0006351;GO:0046872;GO:0035556;GO:0046872;GO:0046872
Mle_013872	GO:0005737;GO:0045171;GO:0016363;GO:0016607;GO:0005654;GO:0005634;GO:0000347;GO:0000445;GO:0000346;GO:0003677;GO:0003723;GO:0006915;GO:0031124;GO:0006406;GO:2000002;GO:0048297;GO:0032786;GO:0000018;GO:0032784;GO:0031297;GO:0006405;GO:0006396;GO:0008380;GO:0007165;GO:0006369;GO:0046784;GO:0008418
Mle_013878	GO:0070062;GO:0005576;GO:0005615;GO:0005578;GO:0005509;GO:0005518;GO:0005201;GO:0043395;GO:0008201;GO:0002020;GO:0006915;GO:0007155;GO:0030198;GO:0003417;GO:0060173;GO:0043066;GO:0009887;GO:0001501;GO:0005515;GO:0005509;GO:0007155;GO:0005509;GO:0007155;GO:0005576;GO:0005509;GO:0005515
Mle_013879	GO:0016021;GO:0005741;GO:0004095;GO:0006635;GO:0006810
Mle_013883	GO:0005634;GO:0003690;GO:0000166;GO:0044822;GO:0003723;GO:0003697;GO:0006260;GO:0006396;GO:0003676
Mle_013884	GO:0003964;GO:0006313;GO:0035556;GO:0005515;GO:0016491;GO:0055114
Mle_013885	GO:0005789;GO:0016021;GO:0005267;GO:0005261;GO:0015672;GO:0016020
Mle_013886	GO:0000166;GO:0003723;GO:0003968;GO:0006952;GO:0060148;GO:0030422;GO:0009751;GO:0009615;GO:0010025;GO:0003968
Mle_013889	GO:0016021;GO:0043025;GO:0005886;GO:0008233;GO:0005044;GO:0004252;GO:0006508;GO:0004252;GO:0006508
Mle_013890	GO:0022625;GO:0070062;GO:0005925;GO:0030687;GO:0070180;GO:0030295;GO:0003735;GO:0002181;GO:0045860;GO:0006414;GO:0034508;GO:0000776
Mle_013893	GO:0005887;GO:0005328;GO:0005298;GO:0015820;GO:0015804;GO:0015824;GO:0005328;GO:0006836;GO:0016021
Mle_013895	GO:0005576;GO:0016787;GO:0009405;GO:0005576
Mle_013896	GO:0005739;GO:0016787;GO:0046872;GO:0016787
Mle_013898	GO:0005524;GO:0046872;GO:0050262;GO:0009435;GO:0005524;GO:0016740
Mle_013905	GO:0008234;GO:0008234;GO:0006508
Mle_013913	GO:0005634;GO:0043565;GO:0030154;GO:0007399;GO:0006355;GO:0006351;GO:0003677
Mle_013919	GO:0004735;GO:0006561;GO:0004616;GO:0055114
Mle_013927	GO:0043209;GO:0005634;GO:0007417;GO:0000122;GO:0005515
Mle_013931	GO:0046872;GO:0003964;GO:0009036;GO:0006310;GO:0090305;GO:0032199;GO:0032197
Mle_013935	GO:0016021;GO:0043235;GO:0005509;GO:0015031;GO:0006898;GO:0005515
Mle_013936	GO:0005814;GO:0005524;GO:0004674;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468
Mle_013938	GO:0005615;GO:0016020;GO:0042056;GO:0004252;GO:0000187;GO:0060326;GO:0000902;GO:0035729;GO:0048012;GO:0001889;GO:0061138;GO:0051450;GO:0043154;GO:1902042;GO:1901299;GO:0050728;GO:0032715;GO:0033137;GO:0090201;GO:0030335;GO:0008284;GO:2000573;GO:0032733;GO:0050731;GO:0014068;GO:0060665;GO:1900744;GO:1902947
Mle_013943	GO:0048471;GO:0051087;GO:0030544;GO:0044325;GO:0008270;GO:0086019;GO:1902261;GO:0010628;GO:1903954;GO:1903762;GO:0055117;GO:1901207;GO:0046872;GO:0008270;GO:0005622;GO:0005515;GO:0008270
Mle_013944	GO:0030176;GO:0005524;GO:0004521;GO:0004674;GO:0030968;GO:0030969;GO:0002119;GO:0090305;GO:1902255;GO:0006990;GO:0006468;GO:0001666;GO:0035966;GO:1904576;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468
Mle_013949	GO:0070062;GO:0016020
Mle_013951	GO:0016021;GO:0005887;GO:0005502;GO:0008020;GO:0071482;GO:0007186;GO:0007602;GO:0018298;GO:0042752;GO:0016056;GO:0048511;GO:0007601;GO:0004930;GO:0007186;GO:0016021
Mle_013955	GO:0015629;GO:0005737;GO:0070062;GO:0005524;GO:0003723;GO:0004829;GO:0006435;GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0005524;GO:0016876;GO:0043039
Mle_013958	GO:0005783;GO:0005576;GO:0016020;GO:0043843;GO:0046872;GO:0006006;GO:0006096;GO:0016773;GO:0005975
Mle_013961	GO:0005739;GO:0004602;GO:0047066;GO:0007275;GO:0006979;GO:0004602;GO:0006979;GO:0055114
Mle_013962	GO:0005737;GO:0030272;GO:0005524;GO:0005542;GO:0046872;GO:0046653
Mle_013964	GO:0005737;GO:0005634;GO:0043234;GO:0061630;GO:0008270;GO:0035136;GO:0060384;GO:0008045;GO:0010259;GO:0061061;GO:0030513;GO:0043161;GO:0000209;GO:0042787;GO:0046872;GO:0008270;GO:0004842;GO:0005680;GO:0005515;GO:0008270;GO:0005515;GO:0008270
Mle_013965	GO:0005634;GO:0003677;GO:0046872;GO:0003700;GO:0006355;GO:0006351;GO:0046872;GO:0046872
Mle_013966	GO:0031307;GO:0000422;GO:0001666
Mle_013976	GO:0016324;GO:0036064;GO:0005737;GO:0072372;GO:0044782
Mle_013979	GO:0009986;GO:0005737;GO:0032593;GO:0016021;GO:0043231;GO:0043229;GO:0043025;GO:0048471;GO:0005886;GO:0031982;GO:0004177;GO:0001595;GO:0070006;GO:0017046;GO:0008270;GO:0010813;GO:0043171;GO:0045777;GO:0048169;GO:0009725;GO:0008237;GO:0008270
Mle_013984	GO:0005576;GO:0004222;GO:0008270;GO:0004222;GO:0006508
Mle_013990	GO:0005758;GO:0070469;GO:0009055;GO:0020037;GO:0046872;GO:0055114;GO:0009055;GO:0020037;GO:0009055;GO:0020037
Mle_013993	NA;GO:0005515;GO:0005515
Mle_013996	GO:0005634;GO:0019005;GO:0071365;GO:0006952;GO:0045087;GO:2000072;GO:0006511
Mle_013997	GO:0016607
Mle_013999	GO:0016021;GO:0005887;GO:0008227;GO:0004993;GO:0004989;GO:0007189;GO:0007186;GO:0010579;GO:0007210;GO:0004930;GO:0007186;GO:0016021
Mle_014003	GO:0034704;GO:0005758;GO:0005739;GO:0005634;GO:1990246;GO:0005509;GO:0046982;GO:0006851;GO:0051562;GO:0051561;GO:0005509;GO:0005509;GO:0005509;GO:0005509;GO:0005509
Mle_014004	GO:0005858;GO:0005737;GO:0005874;GO:0005524;GO:0003777;GO:0001539;GO:0007018
Mle_014009	GO:0005783;GO:0005789;GO:0016021;GO:0005730;GO:0015036;GO:0003756;GO:0045454;GO:0006457;GO:0034976;GO:0045454
Mle_014011	GO:0005813;GO:0005737;GO:0002177;GO:0015630;GO:0005815;GO:0003779;GO:0045502;GO:0015631;GO:0005515;GO:0005515
Mle_014016	GO:0034388;GO:0032040;GO:0003824;GO:0030515;GO:0000462;GO:0005515;GO:0009405
Mle_014020	GO:0005615;GO:0004181;GO:0008270;GO:0007586;GO:0004181;GO:0008270;GO:0006508
Mle_014021	GO:0002080;GO:0045177;GO:0097541;GO:0005930;GO:0005814;GO:0005813;GO:0036064;GO:0097546;GO:0097542;GO:0005929;GO:0030992;GO:0060091;GO:0031512;GO:0002081;GO:0032391;GO:0072372;GO:0005802;GO:0019894;GO:0009952;GO:0007420;GO:0055007;GO:0060411;GO:0042384;GO:0060271;GO:0090102;GO:0031122;GO:0007368;GO:0009953;GO:0042733;GO:0036334;GO:0008544;GO:0003382;GO:0001654;GO:0048853;GO:0007507;GO:0060914;GO:0060122;GO:0001822;GO:0060173;GO:0001889;GO:0030324;GO:0060426;GO:0050680;GO:0007399;GO:0061351;GO:0035058;GO:0007219;GO:0009887;GO:0060021;GO:0031016;GO:0043568;GO:0008104;GO:2000785;GO:1902017;GO:0045598;GO:0060259;GO:0042487;GO:0070613;GO:0008589;GO:0034405;GO:0007224;GO:0007288;GO:0007290;GO:0021513;GO:0021537;GO:0005515;GO:0042802;GO:0005515;GO:0005515;GO:0005515;GO:0005515;GO:0005515;GO:0005515
Mle_014024	GO:0005759;GO:0005777;GO:0004419;GO:0046872;GO:0046951;GO:0003824
Mle_014025	GO:0016021;GO:0016020
Mle_014026	GO:0070062;GO:0005765;GO:0005764;GO:0016020;GO:0004558;GO:0030246;GO:0032450;GO:0004574;GO:0060048;GO:0002086;GO:0005980;GO:0005977;GO:0003007;GO:0007626;GO:0007040;GO:0046716;GO:0050885;GO:0050884;GO:0002026;GO:0006941;GO:0009888;GO:0043181;GO:0004553;GO:0005975
Mle_014027	GO:0043186;GO:0071546;GO:0046872;GO:0043046;GO:0031047;GO:0007281;GO:0051321;GO:0007275;GO:0034587;GO:0007283
Mle_014028	GO:0005737;GO:0030165;GO:0043621;GO:0031648;GO:0051260;GO:0001932;GO:0031098;GO:0016055;GO:0005509;GO:0005198;GO:0005882;GO:0005515;GO:0003700;GO:0043565;GO:0006355;GO:0008092;GO:0005737;GO:0019898;GO:0003774;GO:0016459;GO:0003700;GO:0043565;GO:0006355;GO:0006914;GO:0007049;GO:0019028;GO:0000917;GO:0043093;GO:0005737;GO:0006260;GO:0019905;GO:0048786;GO:0008134;GO:0042803;GO:0045502;GO:0005509;GO:0048870;GO:0031514
Mle_014032	GO:0016021;GO:0005743
Mle_014033	GO:0016021;GO:0005886;GO:0016500
