ID	transcript_length	1hpf_2012_N7	1hpf_2013_21	1hpf_2013_41	2hpf_2012_N6	2hpf_2013_22	2hpf_2013_32	2hpf_2013_42	3hpf_2012_N5	3hpf_2013_23	3hpf_2013_33	4hpf_2012_N4	4hpf_2013_24	4hpf_2013_34	5hpf_2012_14	5hpf_2012_N3	5hpf_2013_25	6hpf_2012_23	6hpf_2012_N2	6hpf_2013_26	6hpf_2013_46	7hpf_2012_N1	7hpf_2013_17	7hpf_2013_27	7hpf_2013_47	8hpf_2012_18	8hpf_2012_N8B	8hpf_2013_18	8hpf_2013_28	8hpf_2013_48	9hpf_2012_37	9hpf_2013_49
Mle_015069	567	9	0	0	10	0	0	0	0	0	0	3	0	0	1	0	0	0	4	0	0	0	0	1	0	0	7	4	3	8	9	13
Mle_015070	4766	278	18	20	380	9	8	23	28	14	58	233	9	131	60	17	21	318	343	57	79	29	53	27	155	246	484	74	65	159	270	164
Mle_015071	545	5	0	1	17	0	0	0	2	0	1	14	0	1	2	0	0	0	14	1	0	0	1	1	3	1	18	2	3	11	5	17
Mle_015072	381	1	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	11	1	0	0	0	2	0	2	3	0	2	0	1	0
Mle_015073	853	1921	642	2783	3074	369	511	1574	1086	333	538	5729	433	823	4257	772	315	676	1697	489	1023	829	1057	547	5425	1528	3355	1588	686	1217	1646	5487
Mle_015074	516	66	31	2	21	21	12	0	47	18	17	50	17	30	36	54	20	4	27	7	9	25	56	15	5	34	32	47	5	9	62	53
Mle_015075	553	6	0	0	9	0	2	0	0	0	1	3	0	2	0	0	1	0	4	5	1	0	4	4	5	9	17	7	3	7	6	4
Mle_015076	659	3	0	0	18	0	0	0	0	0	0	2	0	0	0	0	0	17	2	0	0	0	0	0	0	4	10	0	1	1	3	0
Mle_015077	4197	8581	213	176	7071	148	529	121	583	136	857	6038	405	1939	2296	376	1068	4806	4973	1708	2104	1742	1866	1323	8534	6366	12871	3339	3148	4700	8430	7167
Mle_015078	871	3	0	0	13	0	0	0	0	0	1	2	2	0	0	0	0	0	2	0	0	0	0	0	0	6	14	0	0	5	3	14
Mle_015079	339	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	3	3	2	7	0	0	2	7
Mle_015080	4253	79391	24476	28266	65184	17072	18178	36597	44087	15709	19824	124300	17427	28990	87229	26394	16316	52952	58921	34020	25033	29477	31682	37812	54088	34971	54889	31632	36310	21917	68722	26940
Mle_015081	2345	36	0	0	51	0	0	0	1	1	4	17	1	4	1	1	3	2	8	1	0	1	2	1	8	17	54	4	5	7	36	11
Mle_015082	778	20	0	0	25	0	0	0	2	0	0	7	0	1	0	1	0	0	9	1	0	5	0	1	5	7	23	3	3	8	20	6
Mle_015083	1608	898	2	1	632	0	1	0	5	0	0	170	4	6	3	1	0	1	652	8	84	20	300	26	887	1355	2235	2610	311	1412	895	1617
Mle_015084	470	5	0	0	9	0	0	0	1	0	0	1	0	0	1	0	0	0	15	0	0	0	1	0	0	4	9	0	1	1	3	4
Mle_015085	1086	2979	2725	649	2562	1885	1414	260	5282	1949	1256	3050	2322	1461	1800	3360	1761	283	1519	530	254	2697	1023	358	600	1234	1844	1158	618	2127	2690	646
Mle_015086	364	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	3	10	6	0	5	0	0
Mle_015087	3238	533	385	197	506	250	186	181	413	222	155	934	248	225	670	246	190	247	478	268	118	202	328	269	158	237	455	390	234	116	461	101
Mle_015088	2246	4116	783	435	2468	605	569	243	967	521	1067	4486	624	1889	1720	704	798	3261	1450	1654	2132	1388	1798	1667	5301	2889	4018	1966	2486	3205	3934	2320
Mle_015089	5661	27388	15948	21816	15802	12581	7069	16934	18708	9163	7513	39079	11259	11092	29209	9932	9144	10984	17032	13541	4440	6676	7848	13932	14287	9342	17701	9698	12803	3968	20970	9117
Mle_015090	688	8	0	0	18	0	0	0	0	1	0	3	0	0	0	0	1	0	6	1	1	0	5	2	4	10	24	2	10	9	8	27
Mle_015091	694	3	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	12	2	1	0	0	1	0	1	1	0	1	0	3	0
Mle_015092	727	45	57	49	90	44	35	27	69	35	28	96	27	37	50	63	31	6	28	24	6	38	106	15	86	46	75	59	33	45	38	33
Mle_015093	1411	413	643	341	448	431	237	131	522	333	251	595	311	301	414	403	181	147	285	186	68	220	257	160	91	159	313	227	106	119	339	103
Mle_015094	3254	98	1	0	221	0	2	0	2	0	10	92	3	17	17	1	20	68	181	28	17	8	20	18	63	96	279	45	34	50	93	61
Mle_015095	1061	13	0	0	11	0	1	0	0	0	0	14	0	1	5	1	1	2	8	2	1	0	0	1	12	12	19	0	7	6	13	0
Mle_015096	2068	7426	3399	4939	7455	1971	2150	9092	8449	1704	2306	13815	1873	3156	10235	5929	1557	3110	5907	1913	2240	5361	3422	1782	9267	4538	10536	3430	1833	3186	6213	3609
Mle_015097	470	800	1193	466	587	546	494	420	593	481	461	1167	517	447	846	535	326	344	802	573	292	487	340	494	518	208	411	250	858	719	674	241
Mle_015098	324	15	1	1	17	0	0	0	16	0	0	29	0	0	15	9	0	2	15	0	6	12	0	0	0	7	20	0	0	12	12	1
Mle_015099	1540	301	2	0	514	1	7	0	7	2	5	62	1	11	12	2	1	16	26	7	25	1	13	0	341	332	686	71	39	216	299	481
Mle_015100	451	15	0	1	14	1	2	0	1	0	5	14	0	1	2	0	1	3	25	4	6	2	15	1	0	5	22	24	4	7	13	8
Mle_015101	3308	7009	1794	3673	6474	1435	1142	6986	2348	1282	1184	11755	1281	2041	7229	1822	1227	2438	3007	2561	2702	1381	3527	2431	14109	5167	8890	4225	2809	3423	6418	7568
Mle_015102	2595	2061	1271	1166	3456	910	535	1349	1967	807	743	2693	734	784	1831	1792	579	555	3334	667	507	1812	861	662	2134	1627	4258	765	756	1381	1722	2254
Mle_015103	1481	12	2	1	35	0	1	0	7	0	0	8	2	2	5	10	0	6	39	1	0	2	4	1	0	14	32	2	3	18	11	24
Mle_015104	376	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	1	0	17	3	5	0	0	3	4	0
Mle_015105	1515	14	1	0	20	0	0	0	0	1	3	10	1	4	5	0	0	0	9	4	1	0	4	0	12	10	42	0	2	6	14	17
Mle_015106	351	0	0	0	7	0	0	0	0	0	0	3	1	0	0	0	1	0	1	0	1	0	0	0	7	0	3	0	0	3	0	0
Mle_015107	3109	925	758	138	715	477	442	23	1010	416	370	1051	428	461	506	1005	369	216	539	176	68	584	152	106	58	413	627	210	250	412	863	77
Mle_015108	1407	79	2	1	57	1	1	0	3	1	0	37	1	4	2	3	1	0	41	4	6	4	22	6	190	71	84	91	47	48	79	59
Mle_015109	3349	9099	4090	4266	8434	2408	2448	4536	6894	2329	2338	12669	2660	3298	8391	4790	2339	4020	5503	3235	2550	3882	3894	3155	5584	4081	7314	4209	3430	4285	7983	3956
Mle_015110	2257	252	1	1	444	0	1	0	40	2	11	121	1	57	25	8	2	3	125	9	45	9	114	20	150	199	599	214	80	215	235	550
Mle_015111	1853	1109	663	164	637	514	350	204	525	509	292	1275	644	423	863	416	589	553	685	915	202	310	420	902	382	479	715	593	641	229	987	621
Mle_015112	543	9	0	0	21	3	0	0	1	0	0	11	0	1	2	1	0	8	48	1	1	2	1	0	3	9	28	0	5	6	9	13
Mle_015113	528	6	0	0	3	0	0	0	0	0	1	1	1	0	1	0	0	2	0	0	0	1	0	0	0	1	9	1	0	0	6	11
Mle_015114	2789	617	11	6	484	2	425	0	6	10	716	1246	227	651	461	43	440	1782	473	790	592	831	592	441	810	602	955	552	632	923	616	272
Mle_015115	387	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	13	0	5	1	2	2	0	0	0	0	6	1	0	0
Mle_015116	612	748	1957	785	1137	1706	623	158	3315	1527	617	1148	1553	561	784	4221	772	25	802	161	80	1872	208	106	263	258	505	303	162	641	595	261
Mle_015117	398	3	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	11	1	1	1	3	15
Mle_015118	984	37	0	0	34	0	2	0	0	2	0	27	2	1	17	1	0	2	15	6	3	0	5	1	34	16	86	21	9	10	37	45
Mle_015119	2202	2993	1905	1407	3019	1132	999	87	3480	1072	748	4336	1220	1073	2899	2901	870	828	2034	812	527	2004	839	569	873	1142	2005	1080	740	1503	2672	531
Mle_015120	1144	15	2	2	14	1	8	0	1	0	2	47	5	6	42	12	7	88	17	7	4	4	5	5	25	11	10	3	3	11	15	6
Mle_015121	426	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	3	1	0	4	4	4	2	1	2	0
Mle_015122	777	495	367	234	508	261	208	36	728	203	218	761	198	213	572	740	132	83	490	77	110	465	145	96	258	194	324	189	114	346	423	173
Mle_015123	1923	81	12	34	426	8	29	0	56	3	24	125	7	25	84	34	5	20	170	11	11	37	3	12	38	52	306	18	14	42	70	88
Mle_015124	726	4	0	0	24	1	0	0	0	0	1	0	0	1	0	1	0	0	10	0	0	0	0	1	0	4	27	0	0	3	4	1
Mle_015125	2147	5624	3687	3489	4756	2084	1858	2551	4197	1744	1956	9363	1884	2303	6702	2883	1487	2879	3091	2106	1407	2238	2117	2433	2589	1941	3384	2440	1871	1263	4571	1525
Mle_015126	704	5	0	0	22	0	0	0	0	0	1	2	2	4	2	0	0	0	28	0	4	1	0	0	5	7	20	2	1	1	5	25
Mle_015127	1413	660	486	633	689	289	234	81	449	268	231	1420	239	282	1138	306	234	142	375	291	150	268	372	174	330	161	375	435	242	239	542	303
Mle_015128	639	36	0	0	51	0	0	0	0	2	0	8	0	2	1	0	0	0	45	3	5	1	8	4	0	23	62	17	7	14	36	12
Mle_015129	733	21	0	0	5	0	0	0	0	0	0	5	0	0	0	0	2	19	2	2	0	0	0	1	0	2	9	14	2	1	21	0
Mle_015130	836	5	0	0	7	0	0	0	0	0	0	3	0	0	0	0	1	0	11	0	2	0	3	0	4	8	19	0	6	3	5	7
Mle_015131	1952	52	0	0	91	0	1	0	0	0	7	59	2	14	10	0	2	8	20	18	21	3	19	11	41	43	127	26	25	35	52	107
Mle_015132	1241	17247	6232	2569	17012	3777	1862	471	14219	2607	2441	17188	2399	2124	12161	11013	1775	3766	12961	2977	2136	13869	13962	2477	2569	5766	8152	11717	3547	3548	13319	4215
Mle_015133	2391	101	0	0	205	0	9	0	1	1	8	107	7	18	25	11	6	68	72	9	12	9	15	13	57	102	215	32	20	62	101	73
Mle_015134	2084	511	0	1	251	0	48	0	1	2	70	149	26	107	65	10	78	250	109	152	138	99	89	90	371	354	643	109	141	364	511	349
Mle_015135	1329	4966	1212	3346	4545	798	931	6364	3732	646	818	8610	777	1321	6635	2554	586	2665	3665	1091	2043	2223	5220	1476	6022	1916	3952	3941	834	1050	3976	2835
Mle_015136	631	115	45	28	335	33	30	0	56	26	49	90	30	62	64	63	19	9	171	5	13	97	144	5	27	52	253	146	12	65	104	392
Mle_015137	1166	19	3	1	44	1	5	0	2	5	1	61	3	13	38	6	4	18	43	6	15	13	16	4	30	29	57	15	3	25	18	27
Mle_015138	533	1	0	0	4	0	0	0	1	0	0	1	0	1	0	0	0	0	6	0	0	0	0	0	3	0	3	0	0	1	1	0
Mle_015139	3175	1799	3	3	1960	4	11	0	769	4	20	2337	16	81	847	433	22	72	1540	60	73	547	32	60	221	898	1637	117	224	493	1498	501
Mle_015140	956	15	0	0	21	0	0	0	0	0	1	6	0	2	0	0	2	1	13	1	7	0	3	3	39	4	19	5	2	12	15	0
Mle_015141	3706	25	2	1	33	1	4	0	2	0	3	15	2	8	8	0	4	4	119	4	4	3	1	6	7	14	63	1	4	5	24	7
Mle_015142	1942	3948	2381	4216	3287	1084	1070	745	2810	981	905	7121	1176	1352	4887	1810	988	1748	2134	1418	835	1487	1652	1205	2008	1309	1746	2080	1112	874	3298	733
Mle_015143	5746	15813	8051	7008	16422	5245	3974	7847	12743	4668	3439	22507	4807	5265	16017	7742	3512	5576	17613	6149	3946	5645	8780	6797	9740	7099	16327	10817	4980	5373	13419	10233
Mle_015144	482	9	0	0	19	0	2	0	1	2	1	10	1	5	2	0	2	29	30	2	9	0	3	0	13	11	37	12	1	22	9	36
Mle_015145	417	0	0	0	6	0	0	0	0	0	1	0	0	1	0	0	0	0	9	0	0	0	4	0	0	0	10	4	0	0	0	2
Mle_015146	6635	7035	1588	1623	5056	829	1154	1405	2550	670	1375	7940	758	2184	4525	1868	937	2843	6953	1971	1534	2412	3695	2064	6326	4637	7254	4498	2648	2462	6571	4557
Mle_015147	875	6	1	0	15	0	0	0	2	0	5	3	0	2	2	2	1	1	3	1	4	5	1	0	7	6	25	5	13	8	6	4
Mle_015148	426	7	0	0	6	0	1	0	2	0	0	10	0	2	1	3	0	0	7	0	7	5	0	2	15	3	11	3	1	58	7	6
Mle_015149	583	0	2	0	3	0	0	0	1	0	0	6	0	0	0	0	0	1	7	1	0	0	0	0	2	1	4	0	3	5	0	11
Mle_015150	1350	216	237	215	262	92	6	61	165	56	14	328	66	41	212	125	43	12	194	138	74	110	168	154	197	81	159	210	161	149	193	266
Mle_015151	723	6	0	0	11	0	0	0	0	1	0	12	0	0	0	0	0	7	11	4	0	0	0	5	0	16	35	13	4	2	6	5
Mle_015152	3894	14129	7573	7137	13708	4256	4158	9750	12590	3772	5009	17809	3861	5069	11428	7841	2639	6109	9658	6409	5164	9405	9421	7647	14960	7118	13347	8219	5859	5245	11665	9053
Mle_015153	2265	28	1	0	80	0	0	0	22	1	1	15	0	3	6	2	1	18	338	3	7	2	12	2	26	26	82	17	10	13	28	10
Mle_015154	679	8	0	0	16	0	1	0	0	0	3	7	1	5	0	0	1	21	1	5	0	0	2	0	3	6	22	0	2	3	8	0
Mle_015155	688	7	0	1	14	0	0	14	2	0	0	9	2	1	5	1	3	9	52	3	11	1	12	4	22	10	30	10	10	5	7	40
Mle_015156	408	2201	4759	304	1824	1870	999	46	7445	1444	773	2165	1280	780	1540	9644	438	189	2404	155	284	6700	6582	139	113	397	697	4410	276	2266	1960	297
Mle_015157	1162	800	438	167	700	287	312	80	749	317	283	763	388	449	453	798	304	140	470	134	131	576	569	82	309	284	588	824	109	945	719	312
Mle_015158	780	40	1	0	46	0	0	0	0	1	3	26	2	14	6	2	2	51	55	12	7	2	9	5	7	45	68	14	6	18	40	23
Mle_015159	1814	50	35	15	94	17	15	4	42	23	19	71	13	29	39	47	19	18	43	12	9	21	10	6	8	29	68	29	14	25	47	19
Mle_015160	696	5	1	0	8	0	0	0	0	0	0	4	0	2	1	0	0	1	5	2	1	0	2	2	0	2	5	0	0	3	5	0
Mle_015161	742	706	326	0	742	157	68	0	406	123	87	605	101	82	392	284	78	84	479	161	16	297	29	161	79	155	356	41	129	44	562	81
Mle_015162	4721	37377	16422	12731	32348	7558	13450	10526	27565	6323	9356	58155	7124	13374	36330	13768	6104	24340	27542	12377	7898	16001	13623	14147	17951	20719	24646	15227	12635	12132	30633	14517
Mle_015163	1476	17	0	0	22	2	4	0	4	3	4	26	5	9	11	8	6	1	60	19	22	11	6	4	17	9	25	13	10	8	16	13
Mle_015164	584	2	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	7	12	0	0	1	2	0
Mle_015165	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	3
Mle_015166	2471	35580	12086	19289	29986	6320	7674	15807	25046	5748	7382	57142	6389	8773	42811	14136	4949	16270	19752	11519	11887	13743	25600	13918	38253	15371	25024	25831	15922	12626	29955	23304
Mle_015167	1361	4	0	0	19	0	3	0	2	0	0	13	0	1	3	0	0	14	25	2	4	0	4	1	4	12	21	12	9	1	4	11
Mle_015168	1000	1692	1118	705	1816	646	737	511	2331	600	800	2434	642	786	1628	2266	442	482	1716	644	531	1963	1889	647	1128	944	1753	2258	792	1135	1454	1241
Mle_015169	1770	92	4	0	112	0	0	0	116	1	0	88	0	4	46	51	0	0	86	2	1	34	5	1	5	34	68	1	2	2	70	21
Mle_015170	1329	26	1	0	54	0	3	0	0	0	4	26	0	8	10	1	1	10	271	9	11	5	3	7	52	19	78	3	16	19	26	29
Mle_015171	3156	1290	776	482	1511	459	260	416	1083	486	217	1497	479	314	978	788	324	342	796	377	170	606	778	321	639	545	1295	764	401	494	1134	469
Mle_015172	1034	68	0	0	94	2	0	0	2	1	3	18	0	10	2	1	4	0	45	12	7	6	8	11	21	43	131	16	26	27	68	28
Mle_015173	655	22	2	8	80	6	6	0	4	3	2	59	4	4	48	4	3	0	266	12	9	2	1	8	7	15	81	1	3	11	18	65
Mle_015174	1363	125	2	2	139	3	11	0	7	3	9	200	43	19	154	18	39	86	262	27	17	31	18	18	43	76	187	35	25	31	115	47
Mle_015175	2891	12079	1048	734	9802	595	1761	710	1390	610	2510	10889	1142	3499	4603	1383	1759	6357	5833	3448	2732	4237	3234	2658	10113	8543	16544	5620	6393	7981	11779	7728
Mle_015176	386	0	0	0	3	0	1	0	0	0	0	1	0	0	0	1	2	0	0	2	0	1	0	2	0	0	1	0	5	0	0	0
Mle_015177	677	7200	2554	6644	5491	1280	1231	9966	3401	1159	1404	11441	1314	1567	8400	2259	1188	5907	4729	3417	3647	2583	4982	3681	12525	4553	10003	4142	2529	1812	5608	3877
Mle_015178	1751	268	0	0	223	5	22	0	3	3	21	296	30	30	210	3	44	158	46	79	74	33	51	63	239	147	221	73	121	173	268	183
Mle_015179	3462	631	191	228	734	132	91	131	208	128	100	758	131	167	516	189	145	371	402	201	120	202	417	150	475	365	775	429	217	252	563	288
Mle_015180	1103	19	2	5	14	0	6	0	5	0	3	74	6	2	70	5	3	22	7	3	12	5	25	7	74	14	23	25	2	7	16	29
Mle_015181	5083	8467	3682	1309	4843	2419	3249	396	4139	1811	4058	10863	1903	5074	4664	2005	2094	2612	3462	2257	977	2882	3733	1985	2204	6917	7381	3921	4647	3047	7925	3329
Mle_015182	1643	554	4	4	262	0	15	0	4	4	25	435	17	96	83	20	24	122	174	51	87	50	207	46	218	436	552	349	211	290	546	252
Mle_015183	2817	8982	2433	1685	6317	1406	1777	1982	4050	1236	2372	8656	1271	2669	4336	2484	1167	4647	4512	2436	2643	3263	3868	3074	6452	6955	9366	4210	3796	4324	7954	5320
Mle_015184	519	14	0	0	10	0	0	0	0	0	0	2	0	1	0	1	1	0	9	0	0	0	2	1	0	8	16	1	0	1	14	0
Mle_015185	1881	25	1	1	35	11	30	0	6	26	23	90	52	33	40	25	32	15	128	24	10	25	0	24	44	25	46	11	41	44	24	6
Mle_015186	671	5	0	0	6	0	0	0	0	0	0	6	0	0	0	0	2	8	4	1	0	1	1	0	0	2	6	10	7	3	5	15
Mle_015187	1823	330	315	126	295	300	166	28	403	231	149	399	257	193	215	345	194	173	199	110	28	215	54	95	84	136	221	163	80	213	293	49
Mle_015188	3808	658	91	78	1511	55	69	20	94	53	112	1336	80	219	665	62	139	638	2175	377	226	115	274	303	701	600	1641	440	375	373	640	1110
Mle_015189	3938	5217	1650	2040	3499	1112	814	2390	2081	878	711	5844	1011	1416	3332	1339	895	2301	5629	2039	1743	1068	2922	2045	4337	2672	3580	3245	2483	2090	4672	4633
Mle_015190	547	2	0	0	10	0	0	0	0	0	0	4	0	1	0	0	0	0	2	1	0	0	0	0	0	1	12	0	0	3	2	0
Mle_015191	1691	100	3	1	161	0	1	0	1	5	1	61	9	15	30	6	22	59	195	84	120	12	31	71	244	64	100	14	166	290	93	102
Mle_015192	890	52	7	7	108	3	2	0	4	2	6	43	2	16	5	7	2	2	19	3	8	4	9	4	3	42	102	18	22	63	52	7
Mle_015193	328	4	0	0	2	0	0	0	0	0	0	3	0	0	3	0	0	0	1	0	0	0	0	0	0	3	5	4	0	3	4	7
Mle_015194	350	0	0	0	1	1	0	0	0	2	0	2	0	2	2	3	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0
Mle_015195	1744	1098	1	1	1456	0	5	0	7	0	53	495	2	343	12	5	12	111	1341	106	177	47	404	74	748	1195	2097	812	263	1271	1097	1350
Mle_015196	645	35	10	21	48	11	9	21	28	9	8	49	11	18	22	18	9	14	36	14	10	18	16	13	22	27	57	31	18	26	32	42
Mle_015197	13406	5130	964	686	7926	880	528	616	1352	828	416	3569	1019	675	2202	804	718	1586	4703	1020	431	459	1118	1038	2523	2801	9835	2019	1568	1454	4785	6660
Mle_015198	451	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
Mle_015199	976	2019	1787	327	1884	1143	804	28	3164	1245	919	1966	1269	788	1147	2673	872	816	1839	410	230	2287	347	270	311	1009	1437	417	285	1059	1689	149
Mle_015200	634	3	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	59	0	0	2	0	0	0	0	1	0	0	1	2	0
Mle_015201	1125	15	0	0	20	0	0	0	1	0	0	5	1	1	0	0	2	0	6	5	0	1	3	0	8	8	14	3	0	9	15	2
Mle_015202	516	1	0	0	5	0	0	0	3	0	1	9	0	0	9	5	0	0	3	0	0	5	0	0	0	0	1	0	0	0	0	0
Mle_015203	423	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	7	0	1	2	1	0	0	1	0	6
Mle_015204	814	25	3	2	11	1	4	0	7	8	1	22	1	2	7	10	1	0	11	5	3	4	6	3	6	18	34	2	5	10	24	5
Mle_015205	1413	728	2	5	1972	0	5	0	285	2	7	230	1	13	142	204	1	5	7481	1	40	201	45	15	510	369	1712	173	69	374	531	2510
Mle_015206	672	7	0	0	39	0	0	0	1	1	0	3	0	0	3	1	0	0	29	0	0	0	0	0	0	2	31	0	0	6	7	0
Mle_015207	868	10	0	0	2	0	2	0	0	0	1	6	0	4	0	0	6	49	13	6	5	12	0	2	4	10	15	2	8	6	10	9
Mle_015208	1452	5	1	0	78	1	0	0	0	0	0	7	1	1	1	0	1	1	50	1	0	0	0	0	11	5	55	2	1	0	5	25
Mle_015209	555	2	0	0	6	1	2	0	1	0	0	5	0	0	0	1	0	0	46	0	0	1	0	0	0	0	1	0	0	0	2	0
Mle_015210	2637	171	128	60	244	85	31	42	289	76	26	245	75	80	164	158	73	50	123	39	12	86	32	28	33	74	193	88	53	123	158	50
Mle_015211	403	4	0	0	5	0	0	0	7	0	0	9	0	0	6	7	0	1	5	1	0	3	1	0	0	3	7	0	2	3	4	5
Mle_015212	2354	3299	304	194	3192	182	347	126	379	171	467	2481	206	1254	954	255	216	1556	4717	725	1211	484	1290	911	3599	3110	5988	1764	1865	3769	3218	7406
Mle_015213	1682	176	127	88	289	116	69	19	176	94	44	270	101	97	132	131	92	45	115	34	33	79	45	36	107	104	248	62	33	136	159	124
Mle_015214	335	29	0	0	33	0	1	0	0	0	0	28	1	4	1	2	0	32	16	9	5	0	9	3	5	25	38	23	19	17	29	56
Mle_015215	2369	919	1079	625	752	531	318	107	1255	351	371	1166	364	386	815	640	253	103	485	301	54	354	390	220	112	143	260	421	196	186	717	62
Mle_015216	1253	13	0	0	33	2	1	0	0	2	0	9	0	2	7	0	2	2	18	1	0	1	3	1	2	4	21	6	5	3	13	10
Mle_015217	973	6	0	0	13	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	5	7	10	3	0	3	6	0
Mle_015218	1408	34	1	0	75	0	1	0	0	0	4	6	0	7	6	0	5	10	15	5	5	7	13	3	12	24	62	15	9	18	34	5
Mle_015219	3266	833	52	15	613	35	86	0	96	41	110	644	89	280	198	170	208	246	183	133	89	249	97	59	249	614	852	139	170	470	827	179
Mle_015220	3417	2910	2940	1388	3331	2118	1407	184	6892	1779	1459	4800	1829	1452	3195	6474	1371	389	3001	898	354	4562	723	522	843	981	1684	688	563	1313	2381	1075
Mle_015221	642	5	0	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	3	18	1	0	5	5	0
Mle_015222	990	89	5	0	154	2	1	0	2	3	1	104	4	20	17	2	5	10	119	20	14	6	13	9	20	78	187	29	28	56	89	75
Mle_015223	645	5	0	0	10	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	5	0
Mle_015224	1771	8337	6636	3490	8115	3789	3434	1803	10860	3119	4030	10698	3333	4215	6317	8339	2272	1952	6294	1925	1561	8020	3732	1846	5147	3275	6899	4149	2485	4287	7215	5329
Mle_015225	2583	16021	7266	8929	18126	4828	5157	9661	11532	3885	6631	23809	3781	6111	17542	7890	2653	6649	11490	8410	4702	8653	16517	10538	8773	6468	12322	12337	5657	1348	12070	4160
Mle_015226	1636	231	3	2	469	4	4	0	3	0	8	114	2	42	16	1	9	42	440	20	29	3	76	21	156	242	738	141	93	200	229	384
Mle_015227	3281	850	831	217	793	528	422	42	1640	446	370	1164	486	510	639	1459	329	301	766	193	131	1130	461	127	148	391	544	668	159	582	740	143
Mle_015228	2381	19972	7957	7864	19193	3651	5621	6234	16163	2917	6936	22725	2635	7041	15790	10117	2272	4804	13299	4346	2929	12083	11122	5065	6024	5306	10519	9588	4228	1966	15153	2050
Mle_015229	374	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	2	0	1	1	0	0
Mle_015230	2381	6892	4894	5735	6227	2931	3148	4485	8115	2405	3359	11795	2512	3508	8160	5127	1939	2577	4455	2252	1781	4666	5614	2073	5747	3067	4855	4634	2192	2340	5940	2028
Mle_015231	512	1	0	0	10	0	1	0	0	0	1	11	0	5	0	0	0	0	5	0	0	0	0	0	0	4	5	0	0	5	1	0
Mle_015232	498	6	0	0	10	0	0	0	0	0	0	14	0	1	0	0	0	1	3	0	0	0	2	1	0	11	9	5	3	4	6	1
Mle_015233	1556	5147	5119	4527	4794	3191	2209	1478	6050	2337	2887	6763	2684	2936	5083	3951	2163	1232	3525	2501	1118	4060	2958	2392	2601	1579	3490	2477	2251	1757	4070	1516
Mle_015234	1623	81	0	0	159	0	11	5	1	0	8	70	4	15	54	2	7	36	111	34	51	24	20	13	116	54	180	52	24	54	81	205
Mle_015235	534	11	0	0	10	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	2	0	1	1	8	7	13	5	2	9	11	6
Mle_015236	325	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	9	7	0	0	5	2	0	2	4	2	2	2	1	0
Mle_015237	915	203	128	220	208	69	75	85	311	45	86	315	39	85	221	194	34	3	128	58	25	154	106	35	31	54	91	88	27	27	155	42
Mle_015238	1463	24	21	3	48	8	4	0	12	9	3	33	8	10	17	11	6	25	93	16	4	13	3	18	8	22	38	9	27	12	23	11
Mle_015239	582	3	0	0	4	0	0	0	0	0	0	5	0	1	3	0	0	0	21	6	8	0	0	5	1	6	9	0	1	3	3	24
Mle_015240	2117	32	0	0	111	1	0	0	1	0	0	25	0	7	0	0	0	0	15	2	6	0	2	8	22	25	77	14	7	25	32	31
Mle_015241	2902	1083	1	0	1053	0	4	0	4	1	2	265	3	64	2	1	1	9	359	25	116	1	141	94	1092	1080	1864	544	494	599	1083	1512
Mle_015242	541	10	0	0	9	0	0	0	0	0	1	0	1	1	0	0	1	0	3	1	0	0	1	0	0	4	4	0	0	1	10	0
Mle_015243	432	4	0	0	4	0	0	0	0	0	3	6	0	2	4	1	0	0	7	1	3	0	0	2	7	3	3	0	3	1	4	3
Mle_015244	619	7	0	0	10	0	0	0	0	0	0	1	0	0	0	2	0	0	3	0	0	0	0	0	0	3	19	0	0	2	7	4
